# generated by scripts/build_synonyms.py from WordNet — do not edit by hand
word	synonym	sense_rank
tapeworm	cestode	0
tapper	tapster	0
tapping	exploit	3
taps	rap	1
tar	pitch	0
tardily	belatedly	1
tardy	belated	0
target	mark	0
targeted	direct	0
tariff	duty	0
tarmac	macadam	1
tarnish	defile	0
tart	harlot	0
tartar	dragon	1
tartness	sourness	0
task	labor	0
taste	preference	1
tasted	savor	0
tasteful	refined	1
tastelessness	savorlessness	0
taster	sampler	0
tastiness	pleasingness	0
tasting	relishing	2
tater	spud	0
tattered	shattered	1
tatters	shred	0
tattle	blabber	0
tattler	telltale	0
tattletale	blabbermouth	0
tattling	blabber	0
taught	teach	0
taunt	twit	0
taunting	twit	0
tauntingly	teasingly	0
taut	tight	0
tautness	tenseness	0
tawdry	trashy	0
taxable	nonexempt	0
taxation	revenue	1
taxed	assess	1
taxi	cab	0
taxicab	hack	0
taxidermist	stuffer	0
taxing	assess	1
taxis	hack	2
taxman	exciseman	0
teach	learn	0
teachable	docile	0
teacher	instructor	0
teaching	instruct	0
teahouse	tearoom	0
team	squad	0
teammate	mate	0
teamster	trucker	1
tear	bust	0
tearful	weeping	1
tearfulness	weepiness	0
teargas	lacrimator	0
tearing	rupture	0
tearoom	teashop	0
tease	badger	0
teaser	annoyer	1
teashop	tearoom	0
teasing	badger	0
teasingly	tauntingly	0
teat	pap	0
techie	tekki	0
technical	proficient	0
technicality	trifle	0
technique	proficiency	1
technological	technical	1
technologist	engineer	0
technology	engineering	0
tectonic	architectonic	1
teddy	shift	1
tedious	tiresome	0
tediously	tiresomely	0
tediousness	tiresomeness	0
teen	adolescent	0
teenage	adolescent	0
teenaged	adolescent	0
teenager	adolescent	0
teens	adolescent	2
teensy	bittie	0
teeny	wee	0
teepee	tepee	0
teeter	seesaw	0
teeterboard	teetertotter	0
teeth	tooth	1
teething	dentition	0
telegram	wire	0
telekinesis	psychokinesis	0
telemarketing	telecommerce	0
telephone	phone	0
telescope	scope	0
teletypewriter	teleprinter	0
televise	telecast	0
televised	telecast	0
television	video	0
tell	say	0
teller	cashier	2
telling	state	0
telltale	tattler	0
temper	humor	1
temperament	disposition	0
temperamental	moody	1
temperance	moderation	0
temperate	moderate	2
temperately	abstemiously	2
tempered	normalize	0
tempest	storm	0
tempestuous	stormy	0
template	guide	0
temple	synagogue	3
tempo	pacing	0
temporal	worldly	3
temporary	irregular	1
tempt	allure	0
temptation	enticement	0
tempting	enticing	0
temptingly	seductively	0
temptress	enchantress	0
ten	decade	0
tenacious	retentive	0
tenaciously	doggedly	0
tenaciousness	pertinacity	0
tenacity	persistence	0
tenancy	occupancy	0
tenant	renter	0
tend	lean	0
tendency	disposition	0
tender	sore	1
tenderloin	undercut	1
tenderness	soreness	1
tending	incline	0
tendon	sinew	0
tendonitis	tendinitis	0
tenor	strain	4
tenseness	tautness	0
tensile	pliable	1
tension	stress	0
tentative	provisional	0
tented	encamp	0
tenuous	flimsy	2
tenure	incumbency	0
tepee	teepee	0
tepid	lukewarm	0
tepidly	lukewarmly	0
tepidness	lukewarmness	0
terabyte	tebibyte	1
term	condition	2
terminal	depot	0
terminate	cease	1
termination	expiration	0
terminator	exterminator	0
terminology	nomenclature	0
terrace	patio	0
terrestrial	tellurian	0
terrible	awful	0
terribleness	dreadfulness	0
terribly	awfully	0
terrific	fantastic	1
terrifically	marvelously	0
terrified	terrorize	0
territory	district	0
terror	panic	0
test	trial	0
testament	will	1
tested	examine	0
tester	examiner	0
testes	orchis	0
testicle	ballock	0
testifier	deponent	0
testify	attest	0
testimonial	tribute	1
testiness	touchiness	0
testing	examine	0
testy	scratchy	0
tetanus	lockjaw	0
text	schoolbook	2
textbook	schoolbook	0
textile	fabric	0
texture	grain	4
thankful	grateful	0
thankfully	gratefully	0
thankfulness	gratefulness	0
thankless	ungrateful	0
thanksgiving	blessing	1
thaw	melt	0
theater	house	0
theatergoer	theatregoer	0
theatricality	staginess	0
theatrically	stagily	0
theatricals	histrionics	0
theft	larceny	0
theme	topic	0
thence	therefrom	0
thenceforth	thereafter	0
theology	divinity	0
theoretician	theorizer	0
theorist	idealogue	0
theorization	theorisation	0
theorize	speculate	0
theorizer	idealogue	0
therapeutic	remedial	0
therapeutics	curative	1
therapist	healer	0
there	thither	3
thereafter	thenceforth	0
therefore	thus	0
thereof	thence	1
thermal	caloric	0
thermograph	thermometrograph	1
thermostat	thermoregulator	0
theses	dissertation	1
thesis	dissertation	1
thespian	histrion	0
thiamine	aneurin	0
thick	compact	4
thicken	inspissate	0
thickening	inspissate	0
thicket	coppice	0
thickheaded	boneheaded	0
thickly	densely	1
thickness	heaviness	2
thief	stealer	0
thieve	glom	0
thievery	larceny	0
thighbone	femoris	0
thin	lean	1
thing	matter	5
thingamabob	doohickey	0
thingamajig	doohickey	0
think	believe	0
thinker	mind	0
thinking	believe	0
thinly	lightly	2
thinner	lean	1
thinness	tenuity	0
thinning	dilute	2
third	tierce	0
thirst	hunger	1
thirstily	eagerly	1
thirstiness	aridness	0
thirsting	crave	1
thirsty	hungry	2
thirteen	xiii	0
thong	lash	0
thorax	pectus	1
thorn	spine	1
thorniness	prickliness	0
thorny	barbed	1
thorough	exhaustive	1
thoroughbred	purebred	2
thoroughly	exhaustively	0
thou	yard	0
thought	believe	0
thoughtful	attentive	3
thoughtfulness	contemplation	0
thoughtless	uncaring	1
thoughtlessly	unthinking	0
thoughtlessness	inconsideration	0
thousand	grand	0
thrash	flail	0
thrasher	thresher	0
thrashing	flail	0
thread	yarn	0
threaded	meander	0
threader	bodkin	0
threadlike	filamentous	0
threat	menace	0
threaten	endanger	0
threatening	jeopardize	0
threateningly	menacingly	0
three	leash	0
thresher	thrasher	0
threshold	doorway	2
threw	throw	0
thrift	parsimony	1
thriftiness	economy	0
thrifty	careful	1
thrill	flush	0
thrilled	tickle	1
thrilling	electrifying	0
thrive	expand	0
thriving	booming	0
throat	pharynx	0
throb	pulsate	1
throne	toilet	1
throng	multitude	0
throttle	accelerator	0
throttling	trammel	0
through	done	0
throughout	passim	1
throughway	superhighway	0
throw	drop	2
throwaway	broadside	1
throwback	atavist	0
thrower	ceramist	2
throwing	cast	2
thrown	cast	2
thrust	shove	1
thrusting	jabbing	0
thud	thump	0
thudding	thump	0
thug	goon	0
thumb	pollex	0
thumbed	hitchhike	0
thumbtack	pushpin	0
thump	pound	0
thumping	pound	0
thunder	roaring	0
thunderbolt	bombshell	1
thunderclap	bombshell	1
thundercloud	cumulonimbus	0
thundering	roar	1
thunderous	deafening	0
thunderstruck	dumbstricken	0
thus	hence	0
thwart	baffle	0
thwarter	resister	0
thwarting	frustrate	0
tibia	shin	0
tick	check	2
ticked	click	0
ticker	pump	0
ticket	tag	1
ticketing	fine	0
ticking	click	0
tickle	thrill	1
tickled	titillate	0
tickling	titillate	0
ticklish	touchy	0
tidbit	titbit	0
tidiness	neatness	1
tiding	surge	0
tidings	intelligence	0
tidy	hefty	2
tie	bind	0
tied	bind	0
tier	grade	0
tight	fast	0
tighten	fasten	0
tightfisted	closefisted	0
tightlipped	closelipped	0
tightness	stringency	0
tights	leotards	0
tightwad	cheapskate	0
till	trough	1
tiller	cultivator	3
tilt	slant	0
tilting	slant	0
timber	lumber	0
timbre	quality	0
time	clip	0
timed	clock	0
timekeeper	timepiece	2
timeless	dateless	0
timelessness	eternity	0
timeliness	seasonableness	0
timely	seasonable	1
timepiece	timekeeper	0
times	clip	2
timeworn	shopworn	0
timid	unsure	1
timidity	timorousness	0
timidly	bashfully	0
tin	canister	2
tinder	touchwood	0
tinge	speck	0
tinged	colour	0
tingle	shiver	0
tingling	prickle	0
tinker	putter	0
tinkerer	fiddler	0
tinkle	ting	0
tinsmith	tinner	0
tint	shade	0
tinted	tinge	0
tiny	midget	0
tip	wind	2
tipped	fee	2
tipper	dumper	1
tipping	tumble	3
tippy	crank	0
tipsy	potty	0
tiptoe	tippytoe	0
tiptoeing	tippytoe	0
tiptop	meridian	0
tirade	broadside	0
tire	jade	0
tired	stock	1
tiredly	wearily	0
tiredness	weariness	0
tireless	unflagging	0
tirelessly	indefatigably	0
tirelessness	indefatigability	0
tiresome	tedious	0
tiresomely	tediously	0
tiresomeness	tediousness	0
tiring	exhausting	0
titan	giant	0
titillate	vellicate	0
titillating	vellicate	0
titillation	tickling	2
title	rubric	0
titled	entitle	0
toad	frog	0
toast	goner	2
toaster	wassailer	0
toastmaster	symposiarch	0
tobacco	baccy	0
today	now	0
toddler	bambino	0
toffee	brittle	0
together	unitedly	4
toil	labor	0
toiled	drudge	0
toilet	bathroom	0
toiling	drudge	0
token	item	0
told	tell	0
tolerable	passable	1
tolerably	acceptably	0
tolerance	permissiveness	1
tolerant	liberal	2
tolerate	endure	0
toleration	sufferance	0
toll	cost	1
tollbooth	tollhouse	0
tollhouse	tollbooth	0
tom	gobbler	2
tomahawk	hatchet	0
tomb	grave	0
tomboy	romp	0
tomboyish	hoydenish	0
tombstone	headstone	0
tomfoolery	indulgence	0
tonality	key	0
tone	quality	2
toned	chant	0
tongue	clapper	0
tonic	soda	1
too	also	1
took	take	0
tool	instrument	1
tooling	joyride	1
toolshed	toolhouse	0
toot	honk	0
toothache	odontalgia	0
toothed	serrate	1
toots	bender	1
top	upside	1
topaz	tan	2
topcoat	overcoat	0
topic	theme	0
topically	locally	0
topmost	uppermost	0
topnotch	tiptop	0
topped	exceed	0
topper	best	2
topping	exceed	0
topple	tumble	0
tops	upside	1
torch	flashlight	2
tore	snap	0
torment	torture	0
tormented	torture	0
tormenting	excruciate	0
tormentor	persecutor	0
torn	snap	0
tornado	twister	0
torpedo	shooter	0
torque	torsion	0
torrent	deluge	0
torrid	ardent	0
torso	trunk	0
tortuous	knotty	0
torture	torment	0
tortured	torment	0
torturing	torment	0
torturous	harrowing	0
torturously	agonizingly	0
toss	flip	0
tossing	pitch	0
tot	toddler	1
total	entire	0
totalitarian	totalistic	1
totalitarianism	authoritarianism	0
totality	entirety	0
totally	completely	0
tote	carryall	0
touch	stir	2
touchable	tangible	0
touched	stir	2
touchiness	tetchiness	0
touching	stir	2
touchingly	poignantly	0
touchstone	criterion	0
touchy	feisty	0
tough	rugged	1
toughness	stamina	0
tour	circuit	0
tourist	holidaymaker	0
towboat	tugboat	0
tower	column	1
towered	predominate	0
towering	soaring	0
towline	towrope	0
townsfolk	townspeople	0
townspeople	townsfolk	0
towrope	towline	0
toxicity	perniciousness	1
toy	plaything	0
toying	dally	0
trace	hint	0
traceable	trackable	1
trachea	windpipe	0
tracing	follow	0
track	path	0
tracked	trail	2
tracklayer	platelayer	0
trackless	untracked	1
tract	parcel	0
tractability	tractableness	0
traction	grip	0
trade	craft	1
trademark	hallmark	0
trader	dealer	0
tradesman	shopkeeper	0
tradition	custom	1
traditionalist	diehard	0
traffic	dealings	3
trafficker	marketer	0
tragedy	disaster	0
tragicomedy	seriocomedy	1
trail	track	2
trailblazer	innovator	1
trailer	poke	0
trailing	drag	0
train	string	1
trained	prepare	0
training	preparation	0
traitor	betrayer	1
traitorous	faithless	0
trajectory	flight	0
tramp	bum	0
trample	tread	0
trance	spell	0
tranquil	placid	0
tranquility	serenity	0
tranquilize	quieten	0
tranquilized	quieten	0
tranquilizer	ataractic	0
tranquilizers	tranquillizer	0
tranquilizing	quieten	0
tranquillity	quietness	1
tranquillize	quieten	0
transaction	dealing	0
transcend	surpass	0
transcendence	superiority	1
transcendent	surpassing	0
transcendental	otherworldly	0
transcending	surpass	0
transcribe	transliterate	1
transcriber	translator	0
transcript	copy	1
transcription	arrangement	3
transfer	conveyance	0
transferable	transportable	0
transferral	conveyance	0
transferred	reassign	0
transferring	reassign	0
transfiguration	metamorphosis	2
transform	transmute	1
transformable	transmutable	0
transformation	transmutation	0
transforming	transmute	1
transfuse	instill	0
transgress	infract	0
transgressing	infract	0
transgression	evildoing	0
transiency	transitoriness	0
transient	transeunt	0
transit	theodolite	0
transition	passage	0
transitory	ephemeral	0
translatable	transmutable	1
translate	interpret	0
translation	rendering	0
translator	interpreter	1
translucence	semitransparency	0
translucency	semitransparency	0
translucent	semitransparent	0
transmissible	contractable	0
transmission	transmitting	0
transmit	convey	0
transmittable	transmissible	0
transmittance	transmission	0
transmitter	sender	0
transnational	multinational	0
transparency	foil	2
transparent	crystalline	0
transplant	graft	0
transport	conveyance	0
transportable	transferable	0
transportation	conveyance	1
transported	delight	2
transporter	conveyor	2
transporting	enchant	2
transposable	permutable	0
transpose	permute	0
transposition	heterotaxy	0
transverse	thwartwise	0
trap	snare	2
trapped	snare	1
trapping	snare	1
traps	snare	2
trash	scrap	0
trashiness	shoddiness	0
trashy	tawdry	1
trauma	injury	0
traumatize	shock	0
travel	move	0
traveled	journey	1
traveling	journey	1
travelled	locomote	0
traversable	travelable	0
traverse	cross	0
traversed	cross	0
traversing	cross	0
travesty	farce	0
treacherous	unreliable	0
treacherously	traitorously	0
treachery	betrayal	1
tread	step	0
treading	trample	1
treadmill	treadwheel	1
treason	betrayal	2
treasonable	traitorous	0
treasonous	traitorous	0
treasure	gem	1
treasured	cherished	0
treasury	exchequer	0
treat	handle	0
treating	handle	0
treatment	intervention	0
treaty	accord	0
treble	soprano	0
treeless	unwooded	0
treelike	arboreal	0
treetop	crown	0
tremendous	enormous	0
tremendously	enormously	0
tremor	shudder	0
trench	deep	1
trenched	encroach	0
trend	tendency	0
trendy	voguish	0
trespass	intrude	0
trespasser	interloper	0
tresses	plait	0
trial	test	0
triangle	trigon	0
triangular	trilateral	1
tribe	folk	0
tribulation	visitation	0
tribunal	judicature	0
tributary	affluent	0
tribute	testimonial	0
trick	joke	3
trickery	slickness	0
trickily	knavishly	0
trickiness	shiftiness	0
tricking	fox	0
trickle	dribble	0
trickling	dribble	0
trickster	prankster	0
tricky	slippery	0
tricycle	velocipede	0
tried	try	0
trifle	technicality	1
trifling	paltry	0
trigger	initiation	2
triggered	activate	0
triggerman	gunslinger	0
trillion	zillion	0
trim	pare	0
trimmer	pruner	0
trimming	pare	0
trinity	leash	0
trinket	novelty	0
trio	leash	0
trip	slip	2
tripe	applesauce	1
triple	treble	0
triplet	ternary	0
triplex	ternary	0
tripper	stumbler	1
tripping	stumble	0
trite	commonplace	0
triteness	staleness	0
triumph	victory	0
triumphant	rejoicing	0
triumphing	prevail	0
trivia	trifle	0
trivial	fiddling	0
trod	tread	0
trodden	tread	0
troll	round	1
trolley	streetcar	0
troop	flock	3
trooper	cavalryman	0
troops	soldiery	0
trophy	prize	1
trot	jog	0
trouble	problem	0
troubled	turbulent	1
troublesomeness	worriment	0
troubling	disturb	0
trough	gutter	1
trounce	welt	0
troupe	company	0
trouser	pant	0
trousers	pant	0
truant	awol	0
truce	armistice	0
truck	motortruck	0
trucker	teamster	0
trucking	hauling	0
trucks	motortruck	0
trudge	plod	0
true	truthful	3
truehearted	loyal	0
truelove	steady	0
trueness	verity	0
truffle	earthnut	0
truly	really	0
trump	horn	2
trumpet	horn	0
trumpeter	cornetist	0
trunk	bole	0
trunks	shorts	0
trust	swear	0
trustee	regent	1
trustfully	confidingly	0
trustfulness	trustingness	0
trustiness	trustworthiness	0
trusting	rely	0
trustingly	trustfully	0
trustworthiness	trustiness	0
truth	verity	1
truthful	true	0
try	seek	0
trying	attempt	0
tryout	trial	0
tryst	rendezvous	0
tsar	czar	0
tub	bath	0
tuba	sousaphone	0
tubbiness	pudginess	0
tubby	pudgy	0
tube	tubing	0
tubing	tube	0
tubular	cannular	0
tuck	insert	0
tucking	insert	0
tuft	tussock	0
tug	jerk	0
tugboat	towboat	0
tugging	labour	1
tuition	tutelage	1
tumble	topple	0
tumbled	topple	0
tumbler	roller	3
tumbling	topple	0
tummy	pot	0
tumor	neoplasm	0
tumultuously	riotously	0
tumultuousness	garboil	0
tuna	tunny	1
tune	strain	0
tuneful	melodious	0
tuneless	untuneful	0
tuner	wireless	1
tungsten	wolfram	0
tunic	adventitia	0
tuning	tune	0
tunnel	burrow	1
tunneled	burrow	0
tunneling	burrow	0
turban	pillbox	1
turbofan	fanjet	0
turbojet	fanjet	0
turbulence	upheaval	2
turbulent	disruptive	0
turbulently	stormily	1
turd	poop	0
turf	sod	0
turkey	joker	2
turmoil	upheaval	0
turn	become	2
turnabout	turnaround	0
turnaround	turnabout	1
turncoat	deserter	0
turned	become	2
turning	become	2
turnout	siding	2
turnover	overturn	3
turns	become	2
turquoise	aquamarine	1
turtlehead	shellflower	0
tush	rump	0
tusk	ivory	0
tussle	scuffle	0
tutor	coach	0
tutorship	tutelage	0
twain	brace	0
tweak	pluck	1
tweed	flannel	1
tweet	twirp	0
tweeting	twirp	0
tweezer	pincer	0
tweezers	pincer	0
twelfth	duodecimal	1
twelve	dozen	0
twerp	twit	0
twice	double	1
twiddle	swirl	0
twiddling	swirl	0
twig	sprig	0
twilight	nightfall	0
twin	gemini	1
twine	string	0
twinge	pang	0
twinkle	blink	0
twinkles	sparkling	0
twinkling	blink	0
twinkly	beamish	0
twins	gemini	1
twirl	whirl	0
twirler	hurler	1
twist	turn	0
twisted	wrestle	0
twister	tornado	0
twisting	wrestle	0
twisty	tortuous	0
twit	twerp	0
twitch	jerk	0
twitter	chitter	0
two	deuce	0
twosome	yoke	0
tycoon	mogul	0
tying	bind	0
tyke	boor	1
type	case	1
typeface	font	0
typeset	set	0
typesetter	compositor	0
typesetting	set	0
typewriting	typing	0
typical	distinctive	1
typo	literal	0
typographer	compositor	0
typography	composition	1
tyrannical	oppressive	0
tyrannize	domineer	1
tyrannizing	domineer	1
tyranny	dictatorship	0
tyrant	despot	0
ubiquitous	omnipresent	0
udder	bag	0
ugliness	wickedness	1
ugly	surly	1
ukulele	uke	0
ulcerated	cankerous	0
ulterior	subterranean	0
ultimately	finally	0
ultra	radical	0
ultrasonic	supersonic	0
ultrasound	sonography	1
umpire	arbitrator	1
unabashed	unembarrassed	0
unable	ineffective	2
unaccented	atonic	0
unacceptable	insufferable	2
unacceptably	intolerably	0
unaccommodating	unobliging	0
unaccountable	unexplainable	0
unaccredited	unlicenced	0
unachievable	unrealizable	0
unacquainted	innocent	0
unadjusted	unadapted	1
unadorned	undecorated	0
unadulterated	consummate	1
unadvisable	inadvisable	0
unaesthetic	inaesthetic	0
unaffected	insensible	1
unaffectionate	uncaring	0
unafraid	fearless	0
unaggressive	nonaggressive	0
unaired	airless	0
unalienable	inalienable	0
unalike	dissimilar	0
unalterable	inalterable	0
unalterably	unassailably	0
unaltered	unchanged	0
unambiguous	unequivocal	1
unambiguously	unequivocally	0
unanimous	consentient	0
unannounced	unpredicted	0
unanswered	unrequited	0
unanticipated	unforeseen	0
unappealing	unsympathetic	0
unappeasable	inexorable	0
unappreciated	thankless	0
unappreciatively	ungratefully	0
unapproachable	unreachable	1
unarguable	inarguable	0
unarguably	undisputedly	0
unarm	disarm	0
unascertainable	undiscoverable	0
unashamedly	barefacedly	0
unassailable	unattackable	0
unassailably	unalterably	0
unassisted	unbacked	0
unassuming	retiring	0
unattached	uncommitted	1
unattainable	unachievable	0
unattainably	unachievably	0
unattended	neglected	2
unattractive	untempting	2
unauthentic	inauthentic	0
unauthorized	wildcat	1
unavailability	inaccessibility	0
unavailing	ineffectual	0
unavoidable	inescapable	0
unavoidably	inevitably	0
unaware	incognizant	0
unawareness	unknowingness	0
unawares	short	2
unbalance	derange	1
unbalanced	imbalanced	0
unbalancing	derange	1
unbarred	unbolted	0
unbearable	intolerable	0
unbeatable	invincible	1
unbeaten	unconquered	0
unbecoming	unseemly	0
unbecomingly	indecorously	0
unbelief	disbelief	0
unbelievable	incredible	0
unbelievably	incredibly	0
unbeliever	disbeliever	0
unbelieving	atheistic	0
unbelievingly	incredulously	0
unbend	straighten	0
