# generated by scripts/build_vocab.py — do not edit by hand
word	class	concreteness	frequency	pos
resulting	bulk	2.11	80.0	Verb
resupply	bulk	2.52	18.0	Adverb
resurface	bulk	3.29	6.0	Verb
resurge	bulk	2.26	0.0	#N/A
resurgence	bulk	2.20	4.0	Noun
resurgent	bulk	2.04	0.0	#N/A
resurrect	bulk	2.64	36.0	Verb
resurrection	bulk	2.30	172.0	Noun
resurvey	bulk	2.44	1.0	Noun
resuscitate	bulk	3.21	44.0	Verb
resuscitation	bulk	3.41	23.0	Noun
resuscitator	bulk	3.71	3.0	Noun
retail	bulk	2.92	118.0	Adjective
retailing	bulk	2.67	4.0	Noun
retain	bulk	2.32	121.0	Verb
retaining	bulk	2.23	33.0	Verb
retake	bulk	2.57	37.0	Verb
retaliate	bulk	2.25	64.0	Verb
retaliation	bulk	2.48	48.0	Noun
retard	bulk	3.56	201.0	Noun
retardant	bulk	2.67	5.0	Noun
retardation	bulk	2.57	16.0	Noun
retarded	bulk	2.57	318.0	Adjective
retarding	bulk	2.20	1.0	Verb
retelling	bulk	2.70	2.0	Verb
retention	bulk	2.33	14.0	Noun
retest	bulk	2.56	11.0	Noun
retexture	bulk	3.00	0.0	#N/A
rethink	bulk	2.17	90.0	Verb
rethread	bulk	3.16	2.0	Verb
reticule	bulk	2.83	0.0	#N/A
retinal	bulk	3.29	35.0	Adjective
retinol	bulk	3.67	0.0	#N/A
retire	bulk	3.11	499.0	Verb
retired	bulk	3.36	615.0	Verb
retiree	bulk	3.93	3.0	Noun
retirement	bulk	3.03	431.0	Noun
retiring	bulk	2.20	120.0	Verb
retold	bulk	2.57	4.0	Verb
retook	bulk	2.31	4.0	Verb
retool	bulk	2.81	5.0	Verb
retort	bulk	2.75	13.0	Noun
retorted	bulk	2.50	1.0	Verb
retouch	bulk	3.17	0.0	#N/A
retouching	bulk	2.67	4.0	Verb
retrace	bulk	2.82	35.0	Verb
retract	bulk	2.42	74.0	Verb
retractable	bulk	3.10	9.0	Adjective
retracted	bulk	2.37	14.0	Verb
retraction	bulk	3.03	51.0	Noun
retractor	bulk	3.21	48.0	Noun
retrain	bulk	2.13	5.0	Verb
retraining	bulk	2.56	4.0	Noun
retread	bulk	2.85	5.0	Verb
retreat	bulk	3.03	484.0	Noun
retreater	bulk	2.85	0.0	#N/A
retreating	bulk	2.15	48.0	Verb
retrial	bulk	2.78	21.0	Noun
retrievable	bulk	2.55	2.0	Adjective
retrieval	bulk	3.11	57.0	Noun
retrieve	bulk	3.32	210.0	Verb
retro	bulk	2.21	75.0	Adjective
retrofit	bulk	2.29	9.0	Noun
retrograde	bulk	2.15	17.0	Noun
retrovirus	bulk	2.60	2.0	Noun
retry	bulk	2.38	5.0	Verb
retune	bulk	2.65	2.0	Noun
return	bulk	2.97	4676.0	Verb
returnable	bulk	2.15	5.0	Adjective
returned	bulk	2.27	1263.0	Verb
returner	bulk	2.77	1.0	Noun
retweet	bulk	2.68	0.0	#N/A
retying	bulk	2.76	1.0	Verb
retype	bulk	3.45	2.0	Verb
reunify	bulk	2.04	1.0	Verb
reunion	bulk	3.22	450.0	Noun
reunite	bulk	2.86	36.0	Verb
reupholster	bulk	3.43	2.0	Noun
reusable	bulk	2.34	1.0	Adjective
reuse	bulk	3.83	6.0	Verb
revamp	bulk	2.46	4.0	Verb
reveal	bulk	2.79	476.0	Verb
revealed	bulk	2.79	298.0	Verb
revealer	bulk	2.58	1.0	Noun
revealing	bulk	2.74	135.0	Verb
revelation	bulk	2.21	140.0	Noun
reveler	bulk	3.28	0.0	#N/A
revelry	bulk	2.23	9.0	Noun
revengeful	bulk	2.24	3.0	Adjective
revenue	bulk	3.11	122.0	Noun
reverb	bulk	2.68	8.0	Noun
reverberate	bulk	2.71	2.0	Verb
reverberating	bulk	3.04	7.0	Adjective
reverberation	bulk	2.68	4.0	Noun
reversal	bulk	2.63	57.0	Noun
reverse	bulk	3.38	560.0	Verb
reversed	bulk	2.62	137.0	Verb
reverser	bulk	3.08	0.0	#N/A
reversible	bulk	3.14	15.0	Adjective
reversing	bulk	2.93	27.0	Verb
review	bulk	2.81	755.0	Noun
reviewer	bulk	3.67	26.0	Noun
revisable	bulk	2.76	0.0	#N/A
revise	bulk	2.33	44.0	Verb
revised	bulk	2.15	63.0	Adjective
revision	bulk	2.74	29.0	Noun
revisionist	bulk	2.04	13.0	Noun
revisit	bulk	2.56	43.0	Verb
revitalize	bulk	2.29	13.0	Verb
revival	bulk	2.79	60.0	Noun
revive	bulk	3.13	94.0	Verb
reviver	bulk	3.33	1.0	Noun
reviving	bulk	2.68	16.0	Verb
revoke	bulk	2.85	37.0	Verb
revolt	bulk	3.03	79.0	Noun
revolting	bulk	2.57	98.0	Adjective
revolution	bulk	2.87	629.0	Noun
revolutionary	bulk	2.26	224.0	Adjective
revolve	bulk	3.44	35.0	Verb
revolving	bulk	3.54	51.0	Adjective
revulsion	bulk	2.04	12.0	Noun
reward	bulk	3.41	919.0	Noun
rewarding	bulk	2.03	85.0	Adjective
rewash	bulk	3.41	1.0	Verb
reweave	bulk	3.28	0.0	#N/A
reweigh	bulk	2.27	1.0	Verb
rewind	bulk	3.36	89.0	Verb
rewire	bulk	3.41	24.0	Verb
reword	bulk	3.00	1.0	Noun
rework	bulk	2.48	8.0	Verb
reworked	bulk	2.22	10.0	Verb
rewound	bulk	2.85	4.0	Verb
rewove	bulk	2.80	0.0	#N/A
rewoven	bulk	2.70	0.0	#N/A
rewrap	bulk	3.43	1.0	Verb
rewrite	bulk	3.55	140.0	Verb
rewriter	bulk	3.19	1.0	Noun
rhapsody	bulk	2.83	27.0	Noun
rheumatism	bulk	3.35	35.0	Noun
rheumatoid	bulk	2.91	7.0	Adjective
rhyme	bulk	3.29	225.0	Noun
rhythm	bulk	3.07	556.0	Noun
rhythmic	bulk	3.10	52.0	Adjective
rhythmical	bulk	2.74	3.0	Adjective
rhythmically	bulk	2.41	12.0	Adverb
ribbed	bulk	3.59	18.0	Adjective
ribbing	bulk	3.39	10.0	Verb
riboflavin	bulk	3.54	6.0	Noun
rich	bulk	2.79	4100.0	Adjective
riches	bulk	3.52	170.0	Noun
richly	bulk	2.35	26.0	Adverb
richness	bulk	2.04	15.0	Noun
rickety	bulk	2.77	21.0	Adjective
ricochet	bulk	3.29	24.0	Noun
rid	bulk	2.13	3052.0	Verb
ridden	bulk	2.52	109.0	Verb
ridding	bulk	2.69	16.0	Verb
riddle	bulk	2.50	231.0	Noun
ride	bulk	3.75	6904.0	Noun
ridged	bulk	3.52	2.0	Adjective
ridicule	bulk	2.07	100.0	Noun
ridiculer	bulk	3.62	0.0	#N/A
riff	bulk	3.28	57.0	Noun
riffle	bulk	3.20	6.0	Noun
riffraff	bulk	2.66	52.0	Noun
rifling	bulk	3.03	19.0	Verb
rift	bulk	3.40	55.0	Noun
rigger	bulk	3.84	9.0	Noun
right	bulk	3.47	204428.0	Adverb
rightmost	bulk	3.04	0.0	#N/A
rightness	bulk	2.19	9.0	Noun
rightwing	bulk	2.11	0.0	#N/A
righty	bulk	2.92	170.0	Adjective
rigid	bulk	3.46	95.0	Adjective
rigidify	bulk	2.19	0.0	#N/A
rigidity	bulk	2.38	11.0	Noun
rigidly	bulk	2.40	8.0	Adverb
rigidness	bulk	3.00	0.0	#N/A
rigor	bulk	3.36	44.0	Noun
rigorous	bulk	2.57	43.0	Adjective
rigorously	bulk	2.14	10.0	Adverb
rimless	bulk	2.80	1.0	Adjective
rimmed	bulk	3.08	0.0	#N/A
ringed	bulk	3.70	8.0	Verb
ringer	bulk	3.46	85.0	Noun
ringing	bulk	3.86	899.0	Noun
ringleader	bulk	3.47	27.0	Noun
ringside	bulk	3.72	47.0	Noun
ringtail	bulk	3.77	3.0	Noun
rioting	bulk	3.79	26.0	Noun
rip	bulk	3.79	1028.0	Verb
ripe	bulk	3.30	213.0	Adjective
ripen	bulk	3.31	14.0	Verb
ripeness	bulk	3.33	2.0	Noun
ripening	bulk	3.11	6.0	Verb
riper	bulk	2.69	3.0	Adjective
ripper	bulk	3.08	127.0	Noun
ripping	bulk	3.78	204.0	Verb
ripple	bulk	3.85	77.0	Noun
rippling	bulk	3.76	30.0	Adjective
risen	bulk	2.83	79.0	Verb
rising	bulk	3.53	429.0	Verb
riskily	bulk	2.11	0.0	#N/A
rite	bulk	2.54	74.0	Noun
ritual	bulk	2.60	456.0	Noun
ritualism	bulk	2.31	0.0	#N/A
ritualize	bulk	2.14	1.0	Verb
ritually	bulk	2.21	2.0	Adverb
ritzy	bulk	2.46	19.0	Adjective
rival	bulk	3.03	193.0	Noun
rivalry	bulk	2.14	54.0	Noun
riverside	bulk	3.86	89.0	Name
roadie	bulk	3.52	20.0	Noun
roadshow	bulk	3.89	4.0	#N/A
roadwork	bulk	3.89	10.0	Noun
roam	bulk	2.85	173.0	Verb
roamer	bulk	2.96	1.0	Name
roaming	bulk	2.68	79.0	Verb
roar	bulk	3.81	205.0	Noun
roaring	bulk	3.50	156.0	Verb
roasted	bulk	3.67	86.0	Adjective
roasting	bulk	3.71	39.0	Verb
rob	bulk	3.48	1188.0	Verb
robbery	bulk	3.93	1175.0	Noun
robbing	bulk	3.73	331.0	Verb
robotic	bulk	3.33	34.0	Adjective
robotics	bulk	3.65	29.0	Noun
robotize	bulk	2.75	0.0	#N/A
robust	bulk	2.64	36.0	Adjective
robustly	bulk	2.31	1.0	Adverb
rocketry	bulk	3.62	1.0	Noun
rockiness	bulk	3.39	0.0	#N/A
rocking	bulk	3.37	223.0	Verb
rocklike	bulk	3.46	0.0	#N/A
rode	bulk	3.72	530.0	Verb
roger	bulk	2.59	2540.0	Name
rogue	bulk	2.32	190.0	Noun
roguish	bulk	2.04	7.0	Adjective
role	bulk	2.19	929.0	Noun
rollaway	bulk	3.58	7.0	Noun
rollback	bulk	2.77	1.0	Noun
rolled	bulk	3.64	432.0	Verb
rollout	bulk	2.50	5.0	Noun
rollover	bulk	3.36	7.0	Noun
roman	bulk	3.33	534.0	Adjective
romance	bulk	2.19	792.0	Noun
romancer	bulk	2.34	3.0	Noun
romancing	bulk	2.12	19.0	Verb
romanesque	bulk	2.36	3.0	#N/A
romantically	bulk	2.14	54.0	Adverb
romanticist	bulk	2.54	2.0	Noun
romanticize	bulk	2.15	11.0	Verb
romp	bulk	2.76	27.0	Noun
romping	bulk	2.96	19.0	Verb
rookie	bulk	2.83	252.0	Noun
roomed	bulk	2.35	12.0	Verb
roomful	bulk	3.15	31.0	Noun
roominess	bulk	2.40	0.0	#N/A
roomy	bulk	2.83	20.0	Adjective
roost	bulk	3.29	45.0	Noun
roosted	bulk	3.14	2.0	Verb
rooted	bulk	3.21	51.0	Verb
rootless	bulk	2.86	2.0	Adjective
ropelike	bulk	3.74	0.0	#N/A
ropey	bulk	2.75	1.0	Noun
roping	bulk	3.92	19.0	Verb
rosiness	bulk	2.88	0.0	#N/A
roster	bulk	3.76	110.0	Noun
rosy	bulk	3.41	169.0	Name
rot	bulk	3.96	394.0	Verb
rotary	bulk	3.14	27.0	Adjective
rotatable	bulk	2.67	0.0	#N/A
rotate	bulk	3.45	98.0	Verb
rotated	bulk	3.37	19.0	Verb
rotating	bulk	3.62	57.0	Verb
rotation	bulk	3.32	149.0	Noun
rotational	bulk	2.36	7.0	Adjective
rotor	bulk	3.84	24.0	Noun
rotten	bulk	3.87	891.0	Adjective
rottenly	bulk	2.75	1.0	Adverb
rottenness	bulk	2.69	4.0	Noun
rotting	bulk	3.48	166.0	Verb
rotund	bulk	3.45	6.0	Adjective
rouge	bulk	3.77	165.0	Noun
rough	bulk	3.83	1907.0	Adjective
roughage	bulk	3.61	13.0	Noun
roughen	bulk	2.90	0.0	#N/A
rougher	bulk	2.85	38.0	Adjective
roughhouse	bulk	3.39	14.0	Noun
roughhousing	bulk	3.21	7.0	Verb
roughing	bulk	2.83	29.0	Verb
roughly	bulk	2.57	160.0	Adverb
roughneck	bulk	3.22	32.0	Noun
roughness	bulk	3.39	4.0	Noun
round	bulk	3.90	3393.0	Adjective
roundabout	bulk	3.86	22.0	Adjective
rounded	bulk	3.50	83.0	Verb
rounding	bulk	3.18	90.0	Verb
roundish	bulk	2.96	1.0	Verb
roundly	bulk	2.54	2.0	Adverb
roundup	bulk	3.26	58.0	Noun
rouse	bulk	2.56	47.0	Verb
rousingly	bulk	2.07	0.0	#N/A
rousting	bulk	2.15	11.0	Verb
route	bulk	3.88	1089.0	Noun
routine	bulk	2.70	1012.0	Noun
routinely	bulk	2.19	29.0	Adverb
routing	bulk	2.62	36.0	Verb
rover	bulk	3.90	170.0	Name
roving	bulk	2.86	38.0	Adjective
row	bulk	3.93	1343.0	Noun
rowdily	bulk	2.21	0.0	#N/A
rowdiness	bulk	2.18	0.0	#N/A
rowdy	bulk	2.60	52.0	Adjective
rowed	bulk	3.54	14.0	Verb
rowing	bulk	3.60	65.0	Noun
royal	bulk	3.14	1185.0	Adjective
royally	bulk	2.07	26.0	Adverb
royalty	bulk	3.11	200.0	Noun
rubbed	bulk	3.72	138.0	Verb
rubberize	bulk	3.15	0.0	#N/A
rubberneck	bulk	3.00	3.0	Noun
rubbernecker	bulk	2.87	2.0	Name
rubbery	bulk	3.24	9.0	Adjective
rubbing	bulk	3.76	241.0	Verb
rubbish	bulk	3.64	285.0	Noun
rubdown	bulk	3.62	31.0	Noun
rubric	bulk	3.22	2.0	Noun
ruckus	bulk	2.52	75.0	Noun
rudderless	bulk	3.48	4.0	Adjective
ruddiness	bulk	2.68	1.0	Noun
rude	bulk	2.52	1125.0	Adjective
rudely	bulk	2.48	23.0	Adverb
rudeness	bulk	2.15	43.0	Noun
rue	bulk	2.19	90.0	Name
ruffed	bulk	2.96	0.0	#N/A
ruffle	bulk	3.75	29.0	Verb
ruffled	bulk	3.12	24.0	Adjective
ruffling	bulk	3.04	6.0	Verb
rugged	bulk	2.75	102.0	Adjective
ruggedly	bulk	2.57	3.0	Adverb
ruin	bulk	2.59	1455.0	Verb
ruined	bulk	2.96	1302.0	Verb
ruinous	bulk	2.12	5.0	Adjective
rule	bulk	2.57	2455.0	Noun
ruling	bulk	2.32	209.0	Noun
rumble	bulk	3.73	139.0	Noun
rumbling	bulk	3.00	129.0	Verb
ruminate	bulk	2.19	5.0	Verb
ruminating	bulk	2.33	5.0	Verb
rummage	bulk	2.66	40.0	Verb
rummy	bulk	3.05	74.0	Noun
rumor	bulk	2.15	531.0	Noun
rumple	bulk	3.24	7.0	Name
runabout	bulk	2.48	3.0	Noun
runaround	bulk	2.25	34.0	Noun
runaway	bulk	3.81	207.0	Adjective
rundown	bulk	2.30	74.0	Noun
rung	bulk	3.50	71.0	Verb
runny	bulk	3.12	65.0	Adjective
runoff	bulk	3.89	10.0	Noun
runt	bulk	3.44	125.0	Noun
runtime	bulk	2.30	0.0	#N/A
rupture	bulk	3.70	66.0	Noun
ruptured	bulk	3.26	95.0	Verb
rural	bulk	2.67	59.0	Adjective
rurally	bulk	2.44	0.0	#N/A
rush	bulk	2.90	1602.0	Noun
rushing	bulk	2.90	307.0	Verb
russet	bulk	3.42	8.0	Adjective
rustic	bulk	2.70	40.0	Adjective
rustiness	bulk	3.82	0.0	#N/A
rustle	bulk	2.96	58.0	Verb
rustler	bulk	3.88	25.0	Noun
rustling	bulk	3.41	102.0	Verb
rustproof	bulk	2.87	1.0	Adjective
rusty	bulk	3.90	657.0	Name
rut	bulk	3.64	78.0	Noun
sabbath	bulk	2.89	86.0	#N/A
sabbatical	bulk	2.43	48.0	Noun
sable	bulk	3.78	42.0	Adjective
sabotage	bulk	2.77	197.0	Verb
saboteur	bulk	2.78	28.0	Noun
saccharin	bulk	3.62	3.0	Noun
sacked	bulk	3.46	63.0	Verb
sacker	bulk	3.57	13.0	Noun
sacking	bulk	3.23	8.0	Noun
sacrament	bulk	3.00	28.0	Noun
sacrifice	bulk	2.80	913.0	Noun
sacrificial	bulk	2.07	29.0	Adjective
sacrificing	bulk	2.30	75.0	Verb
sad	bulk	3.07	3232.0	Adjective
sadden	bulk	2.44	4.0	Verb
saddled	bulk	3.62	63.0	Verb
saddling	bulk	3.03	6.0	Verb
sadist	bulk	2.72	55.0	Noun
sadistic	bulk	2.07	87.0	Adjective
sadly	bulk	2.43	240.0	Adverb
sadomasochism	bulk	2.33	2.0	Noun
sadomasochistic	bulk	2.14	7.0	Adjective
safe	bulk	3.41	7303.0	Adjective
safecracker	bulk	3.48	7.0	Noun
safecracking	bulk	3.92	5.0	Verb
safeguard	bulk	2.21	48.0	Verb
safekeeping	bulk	2.38	46.0	Noun
safely	bulk	2.27	566.0	Adverb
safety	bulk	2.37	1649.0	Noun
sag	bulk	3.27	41.0	Verb
saga	bulk	2.19	40.0	Noun
sagging	bulk	3.43	16.0	Verb
saggy	bulk	3.54	29.0	Adjective
said	bulk	2.97	56531.0	Verb
sailed	bulk	3.34	186.0	Verb
saint	bulk	3.45	914.0	Name
sainthood	bulk	2.03	11.0	Noun
saintlike	bulk	2.25	0.0	#N/A
sake	bulk	2.74	3272.0	Noun
salaried	bulk	2.52	9.0	Adjective
salary	bulk	3.69	548.0	Noun
sale	bulk	3.37	1295.0	Noun
sales	bulk	2.86	648.0	Noun
salesmanship	bulk	2.36	11.0	Noun
salient	bulk	2.04	13.0	Adjective
salivate	bulk	3.33	4.0	Verb
salmonella	bulk	3.72	27.0	Noun
saltier	bulk	3.27	5.0	Adjective
salting	bulk	3.24	10.0	Verb
salty	bulk	3.93	127.0	Adjective
salutation	bulk	3.34	6.0	Noun
salvage	bulk	3.21	210.0	Verb
salvageable	bulk	2.61	13.0	Adjective
salvager	bulk	3.42	0.0	#N/A
salvaging	bulk	2.71	14.0	Verb
salvation	bulk	2.07	256.0	Noun
same	bulk	2.64	21276.0	Determiner
sameness	bulk	2.31	8.0	Noun
sample	bulk	3.79	744.0	Noun
sampler	bulk	3.72	16.0	Noun
sampling	bulk	2.74	37.0	Noun
sanatorium	bulk	3.83	27.0	Noun
sanction	bulk	2.30	43.0	Verb
sanctuary	bulk	3.64	220.0	Noun
sanctum	bulk	2.85	33.0	Noun
sanded	bulk	3.24	14.0	Verb
sandiness	bulk	2.88	0.0	#N/A
sanding	bulk	3.77	12.0	Verb
sandman	bulk	2.65	124.0	Noun
sanely	bulk	2.15	1.0	Adverb
sang	bulk	3.03	419.0	Verb
sanitarium	bulk	3.40	115.0	Noun
sanitary	bulk	2.93	44.0	Adjective
sanitation	bulk	3.60	60.0	Noun
sanitize	bulk	3.14	7.0	Verb
sank	bulk	3.21	110.0	Verb
sapless	bulk	3.22	0.0	#N/A
sappy	bulk	3.15	43.0	Adjective
sarcastic	bulk	2.18	133.0	Adjective
sashay	bulk	3.08	10.0	Verb
sasquatch	bulk	3.90	0.0	#N/A
sass	bulk	2.26	47.0	Name
sassy	bulk	2.14	164.0	Adjective
sat	bulk	3.88	1459.0	Verb
satanic	bulk	2.36	69.0	Adjective
satirical	bulk	2.46	9.0	Adjective
satirist	bulk	3.31	5.0	Noun
satisfied	bulk	2.07	791.0	Adjective
satisfy	bulk	2.04	286.0	Verb
satisfying	bulk	2.27	129.0	Adjective
saturate	bulk	3.48	10.0	Verb
saturated	bulk	3.17	43.0	Adjective
saturation	bulk	2.72	28.0	Noun
saturday	bulk	3.07	2423.0	#N/A
saucily	bulk	2.11	1.0	Adverb
sauciness	bulk	2.86	1.0	Noun
saucy	bulk	3.22	62.0	Adjective
sauntering	bulk	3.12	3.0	Verb
savage	bulk	2.71	365.0	Adjective
savagely	bulk	2.37	17.0	Adverb
savant	bulk	3.08	24.0	Noun
save	bulk	2.42	8278.0	Verb
saved	bulk	2.63	3558.0	Verb
saver	bulk	2.27	31.0	Noun
saving	bulk	2.36	1536.0	Verb
savings	bulk	3.32	384.0	Noun
savior	bulk	3.04	173.0	Noun
savor	bulk	2.48	48.0	Verb
savored	bulk	2.48	5.0	Verb
savory	bulk	2.36	11.0	Adjective
savvy	bulk	2.03	54.0	Noun
sawing	bulk	3.90	29.0	Verb
say	bulk	2.58	83629.0	Verb
saying	bulk	2.58	14874.0	Verb
scabby	bulk	3.69	18.0	Adjective
scalable	bulk	2.50	2.0	Adjective
scald	bulk	3.42	14.0	Verb
scalded	bulk	3.54	19.0	Adjective
scalding	bulk	3.07	20.0	Verb
scaleable	bulk	2.70	0.0	#N/A
scaled	bulk	3.00	17.0	Verb
scaling	bulk	3.26	10.0	Verb
scallywag	bulk	2.25	3.0	Noun
scalping	bulk	3.54	16.0	Verb
scam	bulk	2.64	313.0	Noun
scammer	bulk	3.56	0.0	#N/A
scamp	bulk	3.25	90.0	Noun
scamper	bulk	3.42	13.0	Verb
scampi	bulk	3.69	20.0	Noun
scan	bulk	3.48	480.0	Noun
scandal	bulk	2.13	414.0	Noun
scanning	bulk	3.10	119.0	Verb
scant	bulk	2.17	12.0	Adjective
scantily	bulk	2.04	4.0	Adverb
scantly	bulk	2.12	0.0	#N/A
scapegoat	bulk	2.52	56.0	Noun
scarce	bulk	2.57	87.0	Adjective
scarcity	bulk	2.07	8.0	Noun
scare	bulk	2.96	1712.0	Verb
scared	bulk	2.50	6803.0	Adjective
scariness	bulk	2.39	1.0	Noun
scarred	bulk	3.54	67.0	Verb
scarring	bulk	2.82	47.0	Verb
scary	bulk	3.00	1336.0	Adjective
scathing	bulk	2.44	8.0	Adjective
scatter	bulk	3.55	124.0	Verb
scatterbrained	bulk	2.19	3.0	Adjective
scatterbrains	bulk	2.11	2.0	Noun
scattered	bulk	3.03	190.0	Verb
scattering	bulk	3.07	17.0	Verb
scavenge	bulk	2.69	10.0	Verb
scavenger	bulk	3.93	44.0	Noun
scavenging	bulk	3.04	10.0	Verb
scenario	bulk	2.62	319.0	Noun
scene	bulk	3.93	3807.0	Noun
scenery	bulk	3.38	193.0	Noun
scenic	bulk	3.07	53.0	Adjective
scent	bulk	3.97	304.0	Noun
scented	bulk	3.17	46.0	Adjective
scenting	bulk	2.92	4.0	Verb
scentless	bulk	3.10	0.0	#N/A
schedule	bulk	3.48	1518.0	Noun
scheduler	bulk	3.19	1.0	Noun
schemata	bulk	2.96	0.0	#N/A
schematic	bulk	3.21	58.0	Adjective
scheme	bulk	2.41	370.0	Noun
schemer	bulk	2.33	9.0	Noun
scheming	bulk	2.28	50.0	Verb
schizoid	bulk	2.08	7.0	Adjective
schizophrenia	bulk	2.33	69.0	Noun
schizophrenic	bulk	2.96	117.0	Adjective
schmooze	bulk	2.29	17.0	Verb
schmuck	bulk	2.40	234.0	Noun
scholar	bulk	3.50	186.0	Noun
scholarship	bulk	2.96	507.0	Noun
scholastic	bulk	2.44	29.0	Adjective
schooled	bulk	2.62	25.0	Verb
schooling	bulk	3.07	73.0	Noun
science	bulk	2.79	1900.0	Noun
scientific	bulk	2.45	580.0	Adjective
scientifically	bulk	2.07	54.0	Adverb
scientologist	bulk	2.93	2.0	Noun
sclerosis	bulk	3.68	13.0	Noun
scoff	bulk	3.15	21.0	Verb
scoffer	bulk	2.56	0.0	#N/A
scoffing	bulk	2.54	6.0	Verb
scold	bulk	3.07	67.0	Verb
scolding	bulk	3.25	24.0	Verb
scooped	bulk	3.39	45.0	Verb
scooping	bulk	3.77	25.0	Verb
scoot	bulk	2.89	152.0	Verb
scope	bulk	3.74	286.0	Noun
scorched	bulk	3.93	38.0	Verb
scorcher	bulk	3.08	19.0	Noun
scorching	bulk	3.29	20.0	Verb
score	bulk	3.38	1552.0	Noun
scored	bulk	3.17	293.0	Verb
scorekeeping	bulk	3.38	2.0	Noun
scoreless	bulk	2.59	7.0	Adjective
scorer	bulk	3.45	21.0	Noun
scoring	bulk	2.86	89.0	Verb
scorn	bulk	2.59	59.0	Noun
scorned	bulk	2.25	35.0	Verb
scornful	bulk	2.04	4.0	Adjective
scoundrel	bulk	2.93	152.0	Noun
scour	bulk	3.42	31.0	Verb
scoured	bulk	3.08	18.0	Verb
scourge	bulk	2.31	67.0	Noun
scourging	bulk	2.27	0.0	#N/A
scouring	bulk	3.16	23.0	Verb
scouting	bulk	2.63	75.0	Verb
scowl	bulk	3.85	26.0	Noun
scowling	bulk	3.87	7.0	Verb
scrabbled	bulk	2.86	1.0	Verb
scraggly	bulk	3.15	8.0	Adverb
scram	bulk	3.04	179.0	Verb
scramble	bulk	3.31	123.0	Verb
scrambled	bulk	3.93	367.0	Adjective
scrambler	bulk	3.07	28.0	Noun
scrambling	bulk	2.89	49.0	Verb
scraped	bulk	3.24	66.0	Verb
scraping	bulk	3.82	118.0	Verb
scrapped	bulk	2.79	27.0	Verb
scrapper	bulk	3.50	10.0	Noun
scrapping	bulk	3.15	11.0	Verb
scrappy	bulk	2.30	30.0	Adjective
scratchy	bulk	2.69	49.0	Noun
scrawl	bulk	3.92	12.0	Noun
scrawny	bulk	3.14	80.0	Adjective
screamer	bulk	3.50	52.0	Noun
screaming	bulk	3.96	1945.0	Verb
screech	bulk	3.77	318.0	Noun
screeching	bulk	3.71	130.0	Verb
screechy	bulk	3.00	1.0	Noun
screened	bulk	2.84	41.0	Verb
screener	bulk	3.19	12.0	Noun
screening	bulk	3.11	173.0	Noun
screenwriting	bulk	3.78	8.0	Verb
screwball	bulk	3.54	57.0	Noun
screwed	bulk	2.57	1519.0	Verb
screwing	bulk	3.64	504.0	Verb
scribbled	bulk	3.77	26.0	Verb
scribbler	bulk	3.70	7.0	Noun
scribing	bulk	3.20	1.0	Verb
scrimmage	bulk	3.04	40.0	Noun
scripture	bulk	3.86	69.0	Noun
scrolled	bulk	2.96	0.0	#N/A
scrooge	bulk	2.81	197.0	Name
scrotal	bulk	3.18	2.0	Adjective
scrounge	bulk	3.08	45.0	Verb
scrounger	bulk	2.84	22.0	Noun
scrounging	bulk	2.70	21.0	Verb
scrub	bulk	3.86	318.0	Verb
scrubbed	bulk	3.78	78.0	Verb
scrubby	bulk	2.40	6.0	Adjective
scruff	bulk	3.15	12.0	Noun
scruffy	bulk	3.07	28.0	Adjective
scrumptious	bulk	2.38	38.0	Adjective
scrunch	bulk	3.31	11.0	Verb
scrutiny	bulk	2.26	58.0	Noun
scuff	bulk	3.68	23.0	Noun
scuffed	bulk	3.62	11.0	Verb
scuffle	bulk	3.62	22.0	Noun
sculpt	bulk	3.57	19.0	Verb
sculptural	bulk	3.08	4.0	Adjective
sculptured	bulk	3.93	3.0	Adjective
scum	bulk	3.90	505.0	Noun
scumbag	bulk	3.76	281.0	Noun
scummy	bulk	2.35	12.0	Adjective
scurry	bulk	3.67	40.0	Verb
scurvy	bulk	3.43	55.0	Noun
scuttle	bulk	3.35	41.0	Verb
seaboard	bulk	3.68	61.0	Noun
seaborne	bulk	2.81	7.0	Name
seafarer	bulk	3.71	3.0	Noun
seafaring	bulk	3.04	10.0	Adjective
seagoing	bulk	3.15	11.0	Adjective
sealable	bulk	2.79	0.0	#N/A
sealed	bulk	3.38	497.0	Verb
sealing	bulk	3.34	46.0	Verb
seamanship	bulk	2.79	13.0	Noun
seaming	bulk	2.65	0.0	#N/A
seamless	bulk	3.80	16.0	Adjective
seance	bulk	3.36	23.0	#N/A
sear	bulk	3.59	11.0	Verb
search	bulk	3.00	2467.0	Noun
searcher	bulk	3.93	17.0	Noun
searching	bulk	2.73	856.0	Verb
seared	bulk	3.82	11.0	Verb
searing	bulk	3.55	16.0	Adjective
seasick	bulk	3.18	70.0	Adjective
seasickness	bulk	3.37	7.0	Noun
season	bulk	3.32	1605.0	Noun
seasonable	bulk	2.30	2.0	Adjective
seasonal	bulk	2.96	50.0	Adjective
seasonally	bulk	2.17	2.0	Adverb
seasoned	bulk	3.31	50.0	Adjective
seated	bulk	3.86	436.0	Verb
seatwork	bulk	3.30	0.0	#N/A
seaward	bulk	2.27	6.0	Adjective
seaworthy	bulk	2.52	10.0	Adjective
seclude	bulk	2.48	2.0	Verb
